,MouseID,BRAF_N,pERK_N,S6_N,pGSK3B_N,CaNA_N,CDK5_N,pNUMB_N,DYRK1A_N,ITSN1_N,SOD1_N,GFAP_N,Genotype,Treatment,Behavior,Class
343,3479_14,0.449672927,0.594851234,0.3578238,0.162886259,1.362426036,0.291420118,0.387423507,0.526693395,0.681367377,0.420974889,0.132478632,1,1,1,7
344,3479_15,0.438237774,0.630269815,0.347819037,0.161666937,1.340197827,0.276633695,0.360666105,0.51306914,0.712689713,0.419477234,0.121290741,1,1,1,7
345,3480_1,0.290084388,0.746186303,0.400284052,0.171576488,1.746002657,0.290603381,0.355566375,0.389727361,0.647760467,0.339824732,0.118889449,1,1,1,7
346,3480_2,0.288288288,0.724897625,0.394858333,0.173802842,1.789942971,0.289671404,0.367813268,0.389434889,0.658394758,0.341769042,0.119263148,1,1,1,7
347,3480_3,0.327575227,0.744785862,0.387586806,0.15859375,1.689105903,0.279427083,0.366342939,0.387995542,0.634532718,0.332351536,0.114236111,1,1,1,7
348,3480_4,0.272213501,0.531135531,0.348342594,0.164782525,1.842434694,0.297630453,0.341496599,0.333437991,0.542124542,0.300156986,0.120074088,1,1,1,7
349,3480_5,0.288184438,0.52562783,0.347252339,0.15649588,1.810544576,0.289139459,0.339645945,0.324310416,0.542301359,0.297756278,0.120500589,1,1,1,7
350,3480_6,0.281120761,0.529776675,0.35468731,0.151529928,1.741375107,0.281787151,0.347084367,0.332816377,0.543010753,0.297146402,0.111727417,1,1,1,7
351,3480_7,0.236194363,0.426476215,0.305562303,0.154967209,1.760424257,0.269775727,0.336309144,0.288483612,0.455554139,0.284657569,0.118694843,1,1,1,7
352,3480_8,0.23183304,0.4204174,0.314795634,0.146601864,1.838180225,0.272647598,0.330274076,0.29067136,0.472592406,0.27206437,0.115528643,1,1,1,7
353,3480_9,0.238670695,0.420317221,0.30682874,0.147956024,1.716630536,0.272220502,0.336983887,0.294436052,0.462613293,0.280337362,0.106689378,1,1,1,7
354,3480_10,0.226009911,0.445562397,0.290601731,0.151338297,1.683336687,0.259609579,0.334584772,0.284727437,0.440006007,0.26100015,0.113403099,1,1,1,7
355,3480_11,0.220514381,0.446050829,0.299513973,0.148035642,1.604394492,0.303665452,0.318977325,0.286105616,0.449398874,0.263734591,0.110064804,1,1,1,7
356,3480_12,0.226271943,0.440642666,0.307561682,0.145539906,1.585256218,0.252422335,0.318208866,0.284736686,0.442576614,0.262719429,0.125262212,1,1,1,7
357,3480_13,0.239441931,0.38178733,0.280645161,0.142431762,1.503349876,0.246401985,0.312594268,0.267156863,0.391402715,0.266779789,0.105583127,1,1,1,7
358,3480_14,0.204477612,0.389365672,0.281087613,0.136314199,1.42223565,0.817401813,0.3125,0.252985075,0.395522388,0.261940299,0.104048338,1,1,1,7
359,3480_15,0.201548958,0.37470035,0.279975728,0.141504854,1.410194175,0.214320388,0.311451226,0.253180896,0.390374332,0.262954084,0.112621359,1,1,1,7
375,3497_1,0.661617528,1.240059508,0.356971754,0.158698473,1.363659048,0.301577004,0.631052204,0.778333784,1.079118204,0.403299973,0.132148917,1,1,1,7
376,3497_2,0.455402189,0.846549262,0.433725769,0.162488582,1.294631077,0.279661017,0.445026178,0.538505474,0.762113279,0.273108044,0.129351467,1,1,1,7
377,3497_3,0.530419781,1.038182864,0.490940693,0.166438428,1.531549563,0.282576635,0.528924669,0.636917769,0.902702703,0.334445083,0.132097335,1,1,1,7
378,3497_4,0.62560266,1.026101413,0.328921633,0.153866215,1.27793715,0.295279697,0.595677473,0.67364921,0.91837074,0.377057357,0.129808319,1,1,1,7
379,3497_5,0.444238378,0.764713155,0.401870399,0.158585926,1.348345162,0.275320024,0.43620178,0.510385757,0.678288823,0.275964392,0.128407508,1,1,1,7
380,3497_6,0.519700672,0.950061087,0.446060771,0.166949901,1.42505608,0.277411461,0.546579108,0.610415394,0.852015883,0.342089188,0.13071851,1,1,1,7
381,3497_7,0.463641767,0.884089558,0.300008004,0.15792844,1.205555111,0.295525494,0.572221121,0.58985536,0.803843868,0.363186051,0.13951813,1,1,1,7
382,3497_8,0.333979078,0.581170089,0.359520531,0.160362841,1.279744067,0.27261683,0.369624177,0.380214387,0.51130053,0.244091437,0.126346481,1,1,1,7
383,3497_9,0.417301415,0.808668843,0.412776413,0.158804259,1.335708436,0.263800164,0.51577802,0.524483134,0.707834603,0.340406239,0.124651925,1,1,1,7
384,3497_10,0.40510697,0.732919255,0.267398568,0.147589499,1.026348449,0.257947494,0.537382103,0.510466989,0.676098459,0.349436393,0.130692124,1,1,1,7
385,3497_11,0.243764172,0.445011338,0.338175871,0.149124495,1.082836252,0.251779873,0.348922902,0.29010771,0.398809524,0.217120181,0.1275736,1,1,1,7
386,3497_12,0.374702703,0.666810811,0.389028182,0.160866513,1.148931903,0.253936416,0.540108108,0.451243243,0.598702703,0.32972973,0.131882459,1,1,1,7
387,3497_13,0.395633653,0.687699681,0.245157936,0.161315482,1.004549591,0.238788509,0.581469649,0.481629393,0.574813632,0.320021299,0.145196932,1,1,1,7
388,3497_14,0.312347595,0.566614941,0.320115168,0.161889805,1.069362649,0.233477294,0.459543339,0.398137885,0.491465307,0.273110175,0.14422196,1,1,1,7
389,3497_15,0.367951744,0.650931025,0.371773974,0.17142081,1.083537082,0.226025537,0.50747443,0.437188565,0.569367952,0.317335431,0.149008422,1,1,1,7
390,50810A_1,0.332565183,0.884777456,0.739386842,0.253210088,2.077083943,0.414195491,0.412496708,0.488148538,0.867263629,0.373847775,0.144715379,1,1,1,7
391,50810A_2,0.321412859,0.881779901,0.715670967,0.244309311,1.963431671,0.395307749,0.388221985,0.435422035,0.831311671,0.350575074,0.146232229,1,1,1,7
392,50810A_3,0.306797638,0.831264312,0.728735539,0.227798599,2.024808538,0.383493564,0.359889117,0.413643486,0.791249849,0.343075811,0.140296562,1,1,1,7
393,50810A_4,0.270138256,0.681182217,0.608891922,0.226917222,2.068762795,0.406277886,0.361702128,0.360046361,0.640036427,0.309048762,0.138837856,1,1,1,7
394,50810A_5,0.261895112,0.650563346,0.599327457,0.214398533,2.115555103,0.383400418,0.362729999,0.366377563,0.642376591,0.300883521,0.14260967,1,1,1,7
395,50810A_6,0.237923417,0.594992636,0.613087484,0.21324782,2.01583325,0.380048101,0.315463918,0.361487482,0.574079529,0.27017673,0.130023048,1,1,1,7
396,50810A_7,0.235953921,0.550727567,0.48685609,0.211790548,2.103875859,0.376036279,0.343371059,0.322756669,0.558407437,0.284963622,0.12463686,1,1,1,7
397,50810A_8,0.229107336,0.528822547,0.484571745,0.199114432,2.129791061,0.371454269,0.365609349,0.289403908,0.542472749,0.268683099,0.123495226,1,1,1,7
398,50810A_9,0.228431373,0.54,0.492154741,0.190382795,2.067361017,0.363249019,0.310294118,0.301764706,0.536568627,0.268529412,0.11876099,1,1,1,7
399,50810A_10,0.224815878,0.501685183,0.407393749,0.197289573,2.059279063,0.362865308,0.32517788,0.305080514,0.478092623,0.265509924,0.127039734,1,1,1,7
400,50810A_11,0.233175355,0.468009479,0.418297679,0.186436049,1.94583523,0.361128812,0.308886256,0.259952607,0.465047393,0.252488152,0.118252162,1,1,1,7
401,50810A_12,0.216563486,0.483237939,0.420449458,0.181573999,1.887545886,0.35303071,0.274967878,0.270645953,0.457540007,0.247284196,0.114334318,1,1,1,7
402,50810A_13,0.244870247,0.532136391,0.372151322,0.179922516,1.901663628,0.3551732,0.310500905,0.28002414,0.46907061,0.25980688,0.119530538,1,1,1,7
403,50810A_14,0.252201873,0.473507619,0.396518154,0.178673691,1.903447486,0.359179934,0.282259192,0.256675521,0.428771145,0.242136167,0.116137899,1,1,1,7
404,50810A_15,0.226088202,0.510452463,0.368916972,0.179913535,1.896020397,0.350072054,0.281357388,0.288087056,0.448453608,0.242124857,0.113402062,1,1,1,7
405,50810D_1,0.400699078,0.661026374,0.710665211,0.222722723,1.691236691,0.354763855,0.45471878,0.529393073,0.774149984,0.334763267,0.134270634,1,1,1,7
406,50810D_2,0.398382919,0.670146793,0.745820476,0.221295998,1.756827707,0.360152904,0.438181961,0.511500118,0.807284716,0.327262736,0.133238152,1,1,1,7
407,50810D_3,0.395508422,0.663131628,0.729088169,0.216512811,1.802844763,0.358515448,0.434653774,0.527760449,0.810823456,0.32540549,0.134466843,1,1,1,7
408,50810D_4,0.348025529,0.563023534,0.613839423,0.20463368,1.864933144,0.353071662,0.402373355,0.41204627,0.680394894,0.293577982,0.13235566,1,1,1,7
409,50810D_5,0.333170779,0.52589486,0.613284635,0.203231398,1.896805745,0.358858487,0.379986345,0.417048669,0.654150005,0.283721838,0.123870249,1,1,1,7
410,50810D_6,0.357354686,0.542111507,0.617159652,0.199424676,1.856356701,0.344318679,0.384539344,0.453835508,0.659450376,0.288948201,0.123757113,1,1,1,7
411,50810D_7,0.333959194,0.485041933,0.545988561,0.194929665,1.805765961,0.318673674,0.391037677,0.405807986,0.585179622,0.276129678,0.129309012,1,1,1,7
412,50810D_8,0.293097084,0.468807678,0.562924901,0.19541502,1.842608696,0.334150198,0.356712194,0.392395718,0.595668758,0.275624462,0.124505929,1,1,1,7
413,50810D_9,0.302345159,0.463619964,0.545352294,0.196513216,1.888487186,0.333092311,0.355862898,0.40444979,0.5884546,0.281058328,0.123563911,1,1,1,7
414,50810D_10,0.322987238,0.434063337,0.497163189,0.188479662,1.683623425,0.295509184,0.385851583,0.356388845,0.548290531,0.270521506,0.124915857,1,1,1,7
415,50810D_11,0.274609016,0.410303588,0.483194512,0.19088682,1.691229789,0.323860853,0.364305428,0.357712358,0.49616682,0.264949402,0.124938756,1,1,1,7
416,50810D_12,0.282112487,0.421900642,0.51124453,0.188765646,1.735219294,0.309351786,0.351931971,0.316723855,0.503505893,0.270028346,0.125572403,1,1,1,7
417,50810D_13,0.300179211,0.448207885,0.434390215,0.183826149,1.510628191,0.245220283,0.408243728,0.358602151,0.518100358,0.260752688,0.118988244,1,1,1,7
418,50810D_14,0.266539661,0.481815033,0.441265242,0.180852348,1.56899674,0.272727273,0.358676827,0.33010045,0.504156564,0.248008313,0.121815767,1,1,1,7
419,50810D_15,0.28542024,0.415437393,0.442193987,0.180022644,1.571392628,0.275883759,0.333790738,0.330531732,0.47838765,0.230360206,0.132343691,1,1,1,7
420,50810F_1,0.469839609,0.804567643,0.669527483,0.167791707,1.412825458,0.312729026,0.481520223,0.527894003,0.634588563,0.340481172,0.129604629,1,1,1,7
421,50810F_2,0.49308915,0.797857636,0.67745756,0.173410975,1.530694828,0.323628109,0.465272979,0.566171389,0.634761576,0.333102972,0.132352941,1,1,1,7
422,50810F_3,0.463029067,0.769335373,0.684995526,0.176394551,1.521328428,0.328030228,0.46472888,0.507564168,0.61227265,0.327553969,0.123297206,1,1,1,7
423,50810F_4,0.495626151,0.735957643,0.621739673,0.180207163,1.452389866,0.304879571,0.491712707,0.492403315,0.658379374,0.362799263,0.128166729,1,1,1,7
424,50810F_5,0.481397971,0.708455468,0.643520909,0.192307692,1.49535364,0.313887455,0.484780158,0.487711387,0.610146561,0.33957159,0.140036138,1,1,1,7
425,50810F_6,0.461891243,0.686831186,0.638449771,0.181540031,1.472335543,0.31527282,0.451626993,0.454247652,0.616073378,0.3264905,0.126338603,1,1,1,7
426,50810F_7,0.477937121,0.645890789,0.603878583,0.196458685,1.413659359,0.29005059,0.444015444,0.403750689,0.556811914,0.348869277,0.143001686,1,1,1,7
427,50810F_8,0.473124147,0.632742156,0.621692658,0.204836166,1.527948134,0.310846329,0.443110505,0.409276944,0.545702592,0.351432469,0.14438409,1,1,1,7
428,50810F_9,0.489151874,0.645533953,0.605136986,0.205136986,1.433219178,0.316438356,0.466046774,0.446604677,0.555649479,0.357001972,0.136815068,1,1,1,7
429,50810F_10,0.556660746,0.597158082,0.590564813,0.203419173,1.428478684,0.281540792,0.482060391,0.413499112,0.545293073,0.451154529,0.17117507,1,1,1,7
430,50810F_11,0.452412869,0.559316354,0.577899344,0.214004376,1.43107221,0.287964989,0.464142091,0.393096515,0.506367292,0.443364611,0.148796499,1,1,1,7
431,50810F_12,0.455687831,0.538359788,0.595841455,0.205977908,1.367338098,0.282651072,0.447751323,0.390873016,0.512566138,0.401455026,0.150530648,1,1,1,7
432,50810F_13,0.535700502,0.504052489,0.586598863,0.243493868,1.421178582,0.23781035,0.438826708,0.350443844,0.456194519,0.415283674,0.178282979,1,1,1,7
433,50810F_14,0.495190297,0.563780845,0.625951873,0.222966799,1.47791654,0.293329272,0.458385613,0.399414471,0.496445002,0.429945629,0.139201949,1,1,1,7
434,50810F_15,0.452416918,0.477719033,0.632286996,0.22690583,1.453512706,0.291180867,0.432024169,0.347809668,0.46978852,0.365181269,0.150373692,1,1,1,7
435,3422_1,0.260962567,0.340106952,0.289799809,0.138544646,0.959882428,0.272878932,0.295187166,0.304965623,0.47776929,0.920550038,0.116062917,1,1,0,5
436,3422_2,0.249013058,0.333282721,0.301213476,0.144898611,0.934615999,0.270796743,0.303674461,0.298967507,0.480564834,0.921803826,0.11959125,1,1,0,5
437,3422_3,0.254368637,0.332624221,0.291883783,0.150955313,0.870124743,0.264487605,0.315605531,0.303297371,0.48564048,0.939522869,0.123717038,1,1,0,5
438,3422_4,0.260358241,0.330920934,0.264036272,0.135249855,1.000482346,0.252363496,0.288945178,0.303962367,0.45413425,0.885652253,0.114508972,1,1,0,5
439,3422_5,0.256809339,0.34352418,0.261630142,0.140811226,0.983756248,0.253652441,0.312766352,0.302760793,0.473040578,0.911061701,0.119377163,1,1,0,5
440,3422_6,0.27628866,0.354639175,0.254501125,0.147224306,0.890003751,0.257595649,0.325210872,0.326897844,0.478725398,0.939643861,0.121624156,1,1,0,5
441,3422_7,0.275491541,0.337219936,0.22988365,0.137783221,0.974770361,0.250336803,0.308870599,0.28783722,0.446959305,0.851851852,0.111328843,1,1,0,5
442,3422_8,0.280091533,0.371167048,0.23637455,0.137334934,0.928331333,0.240816327,0.314187643,0.293135011,0.453546911,0.857208238,0.122088836,1,1,0,5
443,3422_9,0.271151653,0.332041049,0.231810907,0.144404777,0.950141573,0.247076203,0.33386545,0.283922463,0.457012543,0.857468643,0.128523944,1,1,0,5
444,3422_10,0.2824,0.308266667,0.222186443,0.136370955,0.993720818,0.219449364,0.317333333,0.299733333,0.424,0.789333333,0.118821446,1,1,0,5
445,3422_11,0.272172066,0.3181094,0.223287015,0.142948411,0.980674014,0.261779268,0.314126394,0.306425916,0.402018056,0.784121083,0.11994889,1,1,0,5
446,3422_12,0.281934794,0.316141101,0.236299162,0.148774984,0.98420374,0.241457124,0.365579904,0.2797969,0.415820417,0.770978087,0.114764668,1,1,0,5
447,3422_13,0.279934747,0.300489396,0.186893204,0.132374907,0.903472741,0.205003734,0.339641109,0.295595432,0.395758564,0.735399674,0.113330844,1,1,0,5
448,3422_14,0.264390244,0.344390244,0.207922633,0.133717686,0.885623954,0.22335875,0.344065041,0.26699187,0.384065041,0.718373984,0.119583411,1,1,0,5
449,3422_15,0.289657466,0.330229465,0.20413239,0.140424718,0.89879472,0.238568969,0.355836382,0.291985367,0.405719987,0.728633189,0.121101971,1,1,0,5
450,3423_1,0.285445568,0.377733365,0.371522001,0.149274281,1.170672939,0.314611898,0.334234658,0.328826711,0.59381613,1.017987303,0.102805347,1,1,0,5
451,3423_2,0.276982187,0.378041681,0.359658731,0.144808901,1.163774716,0.312618897,0.321224822,0.351845384,0.592269182,1.040749796,0.106185508,1,1,0,5
452,3423_3,0.281918646,0.373736186,0.366679975,0.142017909,1.154622711,0.312097188,0.338584529,0.342699271,0.584646132,1.041264989,0.103576114,1,1,0,5
453,3423_4,0.284092542,0.399913781,0.316923811,0.151980277,1.270876412,0.302688087,0.315849978,0.330938353,0.561574939,0.937778416,0.108875457,1,1,0,5
454,3423_5,0.284064327,0.404093567,0.322557414,0.150596143,1.299591902,0.30487317,0.323391813,0.324269006,0.562573099,0.980409357,0.107225734,1,1,0,5
455,3423_6,0.281160663,0.373927959,0.320909163,0.150838433,1.246920448,0.317173965,0.323184677,0.308890795,0.561606632,0.945540309,0.109433362,1,1,0,5
456,3423_7,0.28763392,0.336844017,0.2913296,0.155154532,1.377722464,0.300352624,0.291628836,0.266932994,0.51334665,0.843290358,0.112217382,1,1,0,5
457,3423_8,0.280322977,0.333508864,0.288132095,0.151393189,1.33880289,0.27997936,0.283307004,0.259610321,0.501316482,0.814814815,0.11496388,1,1,0,5
458,3423_9,0.286993909,0.337513436,0.292039077,0.154125961,1.317605487,0.287881937,0.293264063,0.29218918,0.506270154,0.855428162,0.108501351,1,1,0,5
459,3423_10,0.312556664,0.32819583,0.277906977,0.154521964,1.364470284,0.298449612,0.289211242,0.256346328,0.495466908,0.782638259,0.107881137,1,1,0,5
460,3423_11,0.295924899,0.312566674,0.286793436,0.162281844,1.393592081,0.310497525,0.276509494,0.246852998,0.438020055,0.735438447,0.107449857,1,1,0,5
461,3423_12,0.291818767,0.326819841,0.280467229,0.161583387,1.342245295,0.302141467,0.283873738,0.245222246,0.460811681,0.733948894,0.113043478,1,1,0,5
462,3423_13,0.30199005,0.315671642,0.259735862,0.157466983,1.417710803,0.279546224,0.282338308,0.267412935,0.440547264,0.859701493,0.102268879,1,1,0,5
463,3423_14,0.315458207,0.331822759,0.280164299,0.161047407,1.42683553,0.302584289,0.289274924,0.238418933,0.465760322,0.865810675,0.10833476,1,1,0,5
464,3423_15,0.363140946,0.331681942,0.268986799,0.162180696,1.438539345,0.321275501,0.283131038,0.268268516,0.448105028,0.831805796,0.117263844,1,1,0,5
465,3424_1,0.317101675,0.442410077,0.354238914,0.151110455,1.158784033,0.290784328,0.289702636,0.375535645,0.567588625,1.086871835,0.113923117,1,1,0,5
466,3424_2,0.335565975,0.449698593,0.368854299,0.15243583,1.089650528,0.294394971,0.302210315,0.379772271,0.581379772,1.075686537,0.11711442,1,1,0,5
467,3424_3,0.318790611,0.455907705,0.357819204,0.153277112,1.041056369,0.290279627,0.315210184,0.379923087,0.581753083,1.075852009,0.109927504,1,1,0,5
468,3424_4,0.217626472,0.28963835,0.341659406,0.15471004,1.193726401,0.287927195,0.185597624,0.238413405,0.359104889,0.670802842,0.110949753,1,1,0,5
469,3424_5,0.343053735,0.450524246,0.326036644,0.149083896,1.149662488,0.291513983,0.28931848,0.387123198,0.557830931,1.043250328,0.120057859,1,1,0,5
470,3424_6,0.332842174,0.443516699,0.322253521,0.150328638,1.09943662,0.285633803,0.305828422,0.366568435,0.55124427,1.042567125,0.112018779,1,1,0,5
471,3424_7,0.322062713,0.390064224,0.305316864,0.151450054,1.208780881,0.301020408,0.261616925,0.299962221,0.476577257,0.831885153,0.119226638,1,1,0,5
472,3424_8,0.331752618,0.419087137,0.305151556,0.147206742,1.241538671,0.302976757,0.270302312,0.385694527,0.49832049,0.878680103,0.123963572,1,1,0,5
473,3424_9,0.338582677,0.407480315,0.298302344,0.153462679,1.156965777,0.303018054,0.277165354,0.320669291,0.50492126,0.872440945,0.118701159,1,1,0,5
474,3424_10,0.371007371,0.418673219,0.295176743,0.160224645,1.259828213,0.28526594,0.286977887,0.316216216,0.494840295,0.891154791,0.123554675,1,1,0,5
475,3424_11,0.380055965,0.442126685,0.300754346,0.162676287,1.314201378,0.277304034,0.288476215,0.331976596,0.499109641,0.892393793,0.120367334,1,1,0,5
476,3424_12,0.387030365,0.44364385,0.288772675,0.158359209,1.290897205,0.266219971,0.30983016,0.34251158,0.518785383,0.920998456,0.126654682,1,1,0,5
477,3424_13,0.415043452,0.441414444,0.270171149,0.162591687,1.297473513,0.296862266,0.302367396,0.326640695,0.509439616,0.973329338,0.123879381,1,1,0,5
478,3424_14,0.412434595,0.465989535,0.288170706,0.162834058,1.302050963,0.28879221,0.305324715,0.340412435,0.496768236,1.023084026,0.127615496,1,1,0,5
479,3424_15,0.424404762,0.468154762,0.283229814,0.159834369,1.300828157,0.285300207,0.29702381,0.311309524,0.517559524,0.974702381,0.132091097,1,1,0,5
480,3481_1,0.236295369,0.332290363,0.340688802,0.146009486,1.12545542,0.29552485,0.292740926,0.29436796,0.511889862,1.262703379,0.114937788,1,1,0,5
481,3481_2,0.239418825,0.327858497,0.33581224,0.144026745,1.101112097,0.284778604,0.299178774,0.297662666,0.518256475,1.286291851,0.112301289,1,1,0,5
482,3481_3,0.256691474,0.343386865,0.350290698,0.145487265,1.083817829,0.295404208,0.306959133,0.307742525,0.554380467,1.300561431,0.118632337,1,1,0,5
483,3481_4,0.228500466,0.321484011,0.316668163,0.147652814,1.159500942,0.288932771,0.286401739,0.287488358,0.482458864,1.095312015,0.118930078,1,1,0,5
484,3481_5,0.222584148,0.327284008,0.317693765,0.146801408,1.177479022,0.297753316,0.286800062,0.305103149,0.483790911,1.094617652,0.120635207,1,1,0,5
485,3481_6,0.260200032,0.326401016,0.297362756,0.146752781,1.172317905,0.292160029,0.296237498,0.293697412,0.501666931,1.115732656,0.120649444,1,1,0,5
486,3481_7,0.280433159,0.314787155,0.287338031,0.148670152,1.203796317,0.295521709,0.288461538,0.266243465,0.465272591,1.063666916,0.115708115,1,1,0,5
487,3481_8,0.251948523,0.302882001,0.289984029,0.144421629,1.175906913,0.295459731,0.272249411,0.262642741,0.440275512,1.037157876,0.11510381,1,1,0,5
488,3481_9,0.255705996,0.326112186,0.285911761,0.145490151,1.194562838,0.312406405,0.286847195,0.267698259,0.481431335,1.106769826,0.115194102,1,1,0,5
489,3481_10,0.246631899,0.317687962,0.27324159,0.156574924,1.213914373,0.302446483,0.292698827,0.260538896,0.426988266,0.963276836,0.125993884,1,1,0,5
490,3481_11,0.264150943,0.326145553,0.252703732,0.14897182,1.212947449,0.302056359,0.301212938,0.293126685,0.472821204,1.00853549,0.118964204,1,1,0,5
491,3481_12,0.261482492,0.321964529,0.275176002,0.149984695,1.20661157,0.312059994,0.305138699,0.274442929,0.45475216,1.023874488,0.122436486,1,1,0,5
492,3481_13,0.275326117,0.33361088,0.253677857,0.151452282,1.185213127,0.305922293,0.318623369,0.285872884,0.419927838,0.902858729,0.12429272,1,1,0,5
493,3481_14,0.298074454,0.303465982,0.22476978,0.151287352,1.210486751,0.296184928,0.277278562,0.251861361,0.383568678,0.844929397,0.124976508,1,1,0,5
494,3481_15,0.291666667,0.339409722,0.241911211,0.146538751,1.196952596,0.306809631,0.34693287,0.299768519,0.4609375,0.953993056,0.12434161,1,1,0,5
495,3488_1,0.24922193,0.345223845,0.367337662,0.134025974,0.967012987,0.257597403,0.27747187,0.31757242,0.509815657,1.395618865,0.111623377,1,1,0,5
496,3488_2,0.253277712,0.349821216,0.343723943,0.136937977,0.924187031,0.270284138,0.281644815,0.312991657,0.511084625,1.393444577,0.113655314,1,1,0,5
497,3488_3,0.254842615,0.352663438,0.34833054,0.137037515,0.909887843,0.270014181,0.286561743,0.301694915,0.523849879,1.432929782,0.109642903,1,1,0,5
498,3488_4,0.247881356,0.327027845,0.311827052,0.132402423,0.98384926,0.241251682,0.270732446,0.290859564,0.465345036,1.118038741,0.107923957,1,1,0,5
499,3488_5,0.248136315,0.335311121,0.307855974,0.133715221,0.919394435,0.240425532,0.275825346,0.304427202,0.4722349,1.132511791,0.088216039,1,1,0,5
500,3488_6,0.241805721,0.326877235,0.302511981,0.135349529,0.917534292,0.260948604,0.274582837,0.286650775,0.463647199,1.088200238,0.106841844,1,1,0,5
501,3488_7,0.249147982,0.319282511,0.263330599,0.12766612,0.914581624,0.22826087,0.278026906,0.264035874,0.42941704,0.995874439,0.104901559,1,1,0,5
502,3488_8,0.245341615,0.321702594,0.268673243,0.133883632,0.893597745,0.225387558,0.279503106,0.27584947,0.43076361,1.012787724,0.111032817,1,1,0,5
503,3488_9,0.238975818,0.315611664,0.275950668,0.134840699,0.89352518,0.241007194,0.27027027,0.272581792,0.428342817,1.016891892,0.112846865,1,1,0,5
504,3488_10,0.238383838,0.296767677,0.296071336,0.132850866,0.931119152,0.231713621,0.267272727,0.246060606,0.396565657,0.942020202,0.103644353,1,1,0,5
505,3488_11,0.234436564,0.303979511,0.274527338,0.136816556,0.943025038,0.24220746,0.270685579,0.255122143,0.398542159,0.932624113,0.110245273,1,1,0,5
506,3488_12,0.242065086,0.310164725,0.264054296,0.1372775,0.913305161,0.247278781,0.270188831,0.262957011,0.402973082,0.962032945,0.115635805,1,1,0,5
507,3488_13,0.254927386,0.288122407,0.246143298,0.139869729,0.904696606,0.222660267,0.294605809,0.245072614,0.355809129,0.849325726,0.111758656,1,1,0,5
508,3488_14,0.256416904,0.287269899,0.253036437,0.141869096,0.880398111,0.231106613,0.291418201,0.237231009,0.354679803,0.869328494,0.11082996,1,1,0,5
509,3488_15,0.238894628,0.293904959,0.263974097,0.144342195,0.898773006,0.234321745,0.279958678,0.248450413,0.368285124,0.857438017,0.11929107,1,1,0,5
510,3489_1,0.270589731,0.353711235,0.346032616,0.134027683,1.22125531,0.29758805,0.300076258,0.312913066,0.510040671,1.248601932,0.094970536,1,1,0,5
511,3489_2,0.276307211,0.390533316,0.334205758,0.127239783,1.180659016,0.2897121,0.306298083,0.312687443,0.513104707,1.306819664,0.094020536,1,1,0,5
512,3489_3,0.304752198,0.361829532,0.335380595,0.125253185,1.142371774,0.272525319,0.30054784,0.286915531,0.533316346,1.267677411,0.088533159,1,1,0,5
513,3489_4,0.31296,0.30656,0.319333149,0.13926499,1.284056369,0.285622179,0.27952,0.26272,0.47184,1.00368,0.102238187,1,1,0,5
514,3489_5,0.267322169,0.324320172,0.312800592,0.137162412,1.258324084,0.283758787,0.26916577,0.251651559,0.458288524,0.97403595,0.099334073,1,1,0,5
515,3489_6,0.26596414,0.305127399,0.29670131,0.131495707,1.266244916,0.257026661,0.273199119,0.2601447,0.465397924,1.010066059,0.09670131,1,1,0,5
516,3489_7,0.29009009,0.288488488,0.298593879,0.146638308,1.32636181,0.278270117,0.282682683,0.222222222,0.465865866,0.962162162,0.105990783,1,1,0,5
517,3489_8,0.282629286,0.308202311,0.308559099,0.146367778,1.316590746,0.281707025,0.272589506,0.208941087,0.428869104,0.873839742,0.108487173,1,1,0,5
518,3489_9,0.28044351,0.288472567,0.291709785,0.138898471,1.256755203,0.273772565,0.260370866,0.211814185,0.422099025,0.902121965,0.10509371,1,1,0,5
519,3489_10,0.300192123,0.286743516,0.278501157,0.154369213,1.334635417,0.259693287,0.276176753,0.252401537,0.441642651,0.877761768,0.110387731,1,1,0,5
520,3489_11,0.296174607,0.307439568,0.276331188,0.147600936,1.31816852,0.27004096,0.263083783,0.217319878,0.429946022,0.852616757,0.108689292,1,1,0,5
521,3489_12,0.277790834,0.294007051,0.278825698,0.142816622,1.299673805,0.250886399,0.278730905,0.235487662,0.429847239,0.877320799,0.101120408,1,1,0,5
522,3489_13,0.327669903,0.29217233,0.285378283,0.164249314,1.400627205,0.272638181,0.282463592,0.209951456,0.433555825,0.969963592,0.107016856,1,1,0,5
523,3489_14,0.371713509,0.243880326,0.303497333,0.161035369,1.389251136,0.272475795,0.280145059,0.229374433,0.430945905,0.973103657,0.107686228,1,1,0,5
524,3489_15,0.353574386,0.256693348,0.296352012,0.148740128,1.311583302,0.259684092,0.248688932,0.215015181,0.383107922,0.918299752,0.097028958,1,1,0,5
525,3490_1,0.264333782,0.388873934,0.408742723,0.156980901,1.268256562,0.300888571,0.302288022,0.334410049,0.578375953,1.037595334,0.119701767,1,1,0,5
526,3490_2,0.277880697,0.391256021,0.409281193,0.153154993,1.28803349,0.298345926,0.312152649,0.347258244,0.580863283,1.060670619,0.10736165,1,1,0,5
527,3490_3,0.284205519,0.407516651,0.40171751,0.154376155,1.255978831,0.299166209,0.324833492,0.363177926,0.613320647,1.126260704,0.112087473,1,1,0,5
528,3490_4,0.256439223,0.361726164,0.375744737,0.153382762,1.377532106,0.296239905,0.287053773,0.301626751,0.516493448,0.866583823,0.113663445,1,1,0,5
